Title,BibTex,DOI,Authors,Year,Fields,Link
What You See is Not What the Network Infers: Detecting Adversarial Examples Based on Semantic Contradiction,"@Article{Yang2022WhatYS,
 author = {Yijun Yang and Ruiyuan Gao and Yu Li and Qiuxia Lai and Qiang Xu},
 journal = {ArXiv},
 title = {What You See is Not What the Network Infers: Detecting Adversarial Examples Based on Semantic Contradiction},
 volume = {abs/2201.09650},
 year = {2022}
}
",,"['Yijun Yang', 'Ruiyuan Gao', 'Yu Li', 'Qiuxia Lai', 'Qiang Xu']",2022.0,Computer Science,https://www.semanticscholar.org/paper/4f57065548248ffbfc8f00686d8b3ed2ee118ce0
Lead federated neuromorphic learning for edge artificial intelligence,"@Inproceedings{Yang2022LeadFN,
 author = {Helin Yang and Kwok-Yan Lam and Liang Xiao and Zehui Xiong and Hao Hu and D. Niyato and Vincent H. Poor},
 title = {Lead federated neuromorphic learning for edge artificial intelligence},
 year = {2022}
}
",10.14722/ndss.2022.24001,"['Helin Yang', 'Kwok-Yan Lam', 'Liang Xiao', 'Zehui Xiong', 'Hao Hu', 'D. Niyato', 'Vincent H. Poor']",2022.0,,https://www.semanticscholar.org/paper/b3d3c29969b8dbcf3b4d3020c0248df982dbd4c8
Semisupervised Training of a Brain MRI Tumor Detection Model Using Mined Annotations.,"@Article{Swinburne2022SemisupervisedTO,
 author = {N. Swinburne and Vivek Yadav and Julie Kim and Ye Choi and David C Gutman and Jonathan T. Yang and N. Moss and Jacqueline Stone and J. Tisnado and V. Hatzoglou and Sofia S Haque and S. Karimi and J. Lyo and K. Juluru and Karl Pichotta and Jianjiong Gao and Sohrab P. Shah and A. Holodny and R. Young},
 journal = {Radiology},
 pages = {
          210817
        },
 title = {Semisupervised Training of a Brain MRI Tumor Detection Model Using Mined Annotations.},
 year = {2022}
}
",10.21203/rs.3.rs-1270383/v1,"['N. Swinburne', 'Vivek Yadav', 'Julie Kim', 'Ye Choi', 'David C Gutman', 'Jonathan T. Yang', 'N. Moss', 'Jacqueline Stone', 'J. Tisnado', 'V. Hatzoglou', 'Sofia S Haque', 'S. Karimi', 'J. Lyo', 'K. Juluru', 'Karl Pichotta', 'Jianjiong Gao', 'Sohrab P. Shah', 'A. Holodny', 'R. Young']",2022.0,Medicine,https://www.semanticscholar.org/paper/6c327fa911dfa0193f9bef0d9a85cd9f689814b0
Artificial Intelligence: A Review of Progress and Prospects in Medicine and Healthcare,"@Article{Mishra2022ArtificialIA,
 author = {Saurav Mishra},
 journal = {Journal of Electronics, Electromedical Engineering, and Medical Informatics},
 title = {Artificial Intelligence: A Review of Progress and Prospects in Medicine and Healthcare},
 year = {2022}
}
",10.1148/radiol.210817,['Saurav Mishra'],2022.0,,https://www.semanticscholar.org/paper/afdbd4b4093b8f83b225f33e6afba5a69c9a7a97
Swarm learning for decentralized healthcare,"@Article{Becker2022SwarmLF,
 author = {Matthias Becker},
 journal = {Der Hautarzt; Zeitschrift Fur Dermatologie, Venerologie, Und Verwandte Gebiete},
 pages = {323 - 325},
 title = {Swarm learning for decentralized healthcare},
 volume = {73},
 year = {2022}
}
",10.35882/jeeemi.v4i1.1,['Matthias Becker'],2022.0,Medicine,https://www.semanticscholar.org/paper/370f2e3b200679fd1062ec6195344db107918b42
Privacy-preserving federated neural network learning for disease-associated cell classification,"@Article{Sav2022PrivacypreservingFN,
 author = {Sinem Sav and Jean-Philippe Bossuat and J. Troncoso-Pastoriza and M. Claassen and Jean-Pierre Hubaux},
 journal = {Patterns},
 title = {Privacy-preserving federated neural network learning for disease-associated cell classification},
 volume = {3},
 year = {2022}
}
",10.1007/s00105-021-04940-z,"['Sinem Sav', 'Jean-Philippe Bossuat', 'J. Troncoso-Pastoriza', 'M. Claassen', 'Jean-Pierre Hubaux']",2022.0,"Biology, Medicine, Computer Science",https://www.semanticscholar.org/paper/ce6ed148c615dbada63bebaec99e763e60e6930e
AI in health and medicine,"@Article{Rajpurkar2022AIIH,
 author = {P. Rajpurkar and E. Chen and O. Banerjee and E. Topol},
 journal = {Nature Medicine},
 pages = {31 - 38},
 title = {AI in health and medicine},
 volume = {28},
 year = {2022}
}
",10.1016/j.patter.2022.100487,"['P. Rajpurkar', 'E. Chen', 'O. Banerjee', 'E. Topol']",2022.0,Medicine,https://www.semanticscholar.org/paper/5d6f8b7dbe3909869f2821e50ab0f9e9623f32e2
Privacy-preserving Naive Bayes classification in semi-fully distributed data model,"@Article{Vu2022PrivacypreservingNB,
 author = {Duy-Hien Vu},
 journal = {Comput. Secur.},
 pages = {102630},
 title = {Privacy-preserving Naive Bayes classification in semi-fully distributed data model},
 volume = {115},
 year = {2022}
}
",10.1038/s41591-021-01614-0,['Duy-Hien Vu'],2022.0,Computer Science,https://www.semanticscholar.org/paper/48de83b5ceb06feb2b9a4116ca2ab041417555c4
Image-Based Differentiation of Bacterial and Fungal Keratitis Using Deep Convolutional Neural Networks,"@Article{Redd2022ImageBasedDO,
 author = {Travis K. Redd and N. Prajna and M. Srinivasan and P. Lalitha and Tiruvengada Krishnan and R. Rajaraman and Anitha Venugopal and N. Acharya and G. Seitzman and T. Lietman and J. Keenan and J. Campbell and Xubo B. Song},
 journal = {Ophthalmology Science},
 title = {Image-Based Differentiation of Bacterial and Fungal Keratitis Using Deep Convolutional Neural Networks},
 volume = {2},
 year = {2022}
}
",10.1016/j.cose.2022.102630,"['Travis K. Redd', 'N. Prajna', 'M. Srinivasan', 'P. Lalitha', 'Tiruvengada Krishnan', 'R. Rajaraman', 'Anitha Venugopal', 'N. Acharya', 'G. Seitzman', 'T. Lietman', 'J. Keenan', 'J. Campbell', 'Xubo B. Song']",2022.0,Medicine,https://www.semanticscholar.org/paper/123c968ad2e447261f788b4439bdb56461f94d22
Toward Responsible AI: An Overview of Federated Learning for User-centered Privacy-preserving Computing,"@Article{Yang2021TowardRA,
 author = {Qiang Yang},
 journal = {ACM Trans. Interact. Intell. Syst.},
 pages = {32:1-32:22},
 title = {Toward Responsible AI: An Overview of Federated Learning for User-centered Privacy-preserving Computing},
 volume = {11},
 year = {2021}
}
",10.1016/j.xops.2022.100119,['Qiang Yang'],2021.0,Computer Science,https://www.semanticscholar.org/paper/423d041626cc83ac610a909d59ea89185d78736f
An English teaching quality evaluation model based on Gaussian process machine learning,"@Article{Qi2021AnET,
 author = {Shi Qi and Lei Liu and B. S. Kumar and A. Prathik},
 journal = {Expert Systems},
 title = {An English teaching quality evaluation model based on Gaussian process machine learning},
 volume = {39},
 year = {2021}
}
",10.1145/3485875,"['Shi Qi', 'Lei Liu', 'B. S. Kumar', 'A. Prathik']",2021.0,Computer Science,https://www.semanticscholar.org/paper/5303f7ddb21228995f604508e7f3390efa897e7a
Ensemble-based deep meta learning for medical image segmentation,"@Article{Ahmed2021EnsemblebasedDM,
 author = {Usman Ahmed and Chun-Wei Lin and Gautam Srivastava},
 journal = {J. Intell. Fuzzy Syst.},
 pages = {4307-4313},
 title = {Ensemble-based deep meta learning for medical image segmentation},
 volume = {42},
 year = {2021}
}
",10.1111/exsy.12861,"['Usman Ahmed', 'Chun-Wei Lin', 'Gautam Srivastava']",2021.0,Computer Science,https://www.semanticscholar.org/paper/df4df6870fca4a64af803e88c76e0b2e88904315
Distributed Machine Learning and the Semblance of Trust,"@Article{Usynin2021DistributedML,
 author = {Dmitrii Usynin and Alexander Ziller and D. Rueckert and Jonathan Passerat-Palmbach and Georgios Kaissis},
 journal = {ArXiv},
 title = {Distributed Machine Learning and the Semblance of Trust},
 volume = {abs/2112.11040},
 year = {2021}
}
",10.3233/jifs-219221,"['Dmitrii Usynin', 'Alexander Ziller', 'D. Rueckert', 'Jonathan Passerat-Palmbach', 'Georgios Kaissis']",2021.0,Computer Science,https://www.semanticscholar.org/paper/60c5fab4b67aa33051b1e66fdf2a2a99e423c704
HarmoFL: Harmonizing Local and Global Drifts in Federated Learning on Heterogeneous Medical Images,"@Inproceedings{Jiang2021HarmoFLHL,
 author = {Meirui Jiang and Zirui Wang and Q. Dou},
 pages = {1087-1095},
 title = {HarmoFL: Harmonizing Local and Global Drifts in Federated Learning on Heterogeneous Medical Images},
 year = {2021}
}
",,"['Meirui Jiang', 'Zirui Wang', 'Q. Dou']",2021.0,"Engineering, Computer Science",https://www.semanticscholar.org/paper/62c35d9f6ffaf3dad56b1407292de47527ae72f5
Analysis of Internet Financial Risk Control Model Based on Machine Learning Algorithms,"@Article{Liu2021AnalysisOI,
 author = {Mingjin Liu and Ruijie Gao and Wei Fu},
 journal = {Journal of Mathematics},
 title = {Analysis of Internet Financial Risk Control Model Based on Machine Learning Algorithms},
 year = {2021}
}
",10.1609/aaai.v36i1.19993,"['Mingjin Liu', 'Ruijie Gao', 'Wei Fu']",2021.0,,https://www.semanticscholar.org/paper/f79d8e091e78e4083f2d378a8725351f0f79789d
Towards Understanding the Risks of Gradient Inversion in Federated Learning,"@Inproceedings{Hatamizadeh2021TowardsUT,
 author = {Ali Hatamizadeh and Hongxu Yin and Pavlo Molchanov and A. Myronenko and Wenqi Li and Prerna Dogra and Andrew Feng and Mona G. Flores and J. Kautz and Daguang Xu and H. Roth},
 title = {Towards Understanding the Risks of Gradient Inversion in Federated Learning},
 year = {2021}
}
",10.1155/2021/8541929,"['Ali Hatamizadeh', 'Hongxu Yin', 'Pavlo Molchanov', 'A. Myronenko', 'Wenqi Li', 'Prerna Dogra', 'Andrew Feng', 'Mona G. Flores', 'J. Kautz', 'Daguang Xu', 'H. Roth']",2021.0,,https://www.semanticscholar.org/paper/8f60c2dd79a3cbd308b09fa83fef38c6715d0e4e
Artificial intelligence in functional imaging of the lung,"@Article{Estépar2021ArtificialII,
 author = {R. San José Estépar},
 journal = {The British Journal of Radiology},
 title = {Artificial intelligence in functional imaging of the lung},
 volume = {95},
 year = {2021}
}
",10.21203/rs.3.rs-1147182/v1,['R. San José Estépar'],2021.0,Medicine,https://www.semanticscholar.org/paper/1527cdfa3c8c9062d005ffa8114622b2b50be564
On the Security&Privacy in Federated Learning,"@Inproceedings{Abad2021OnTS,
 author = {Gorka Abad and S. Picek and V'ictor Julio Ram'irez-Dur'an and A. Urbieta},
 title = {On the Security&Privacy in Federated Learning},
 year = {2021}
}
",10.1259/bjr.20210527,"['Gorka Abad', 'S. Picek', ""V'ictor Julio Ram'irez-Dur'an"", 'A. Urbieta']",2021.0,Computer Science,https://www.semanticscholar.org/paper/23dd02f0c42c0989e8fd84c181f44096b8e2176a
Burn After Reading: Online Adaptation for Cross-domain Streaming Data,"@Article{Yang2021BurnAR,
 author = {Luyu Yang and M. Gao and Zeyuan Chen and Ran Xu and Abhinav Shrivastava and Chetan Ramaiah},
 journal = {ArXiv},
 title = {Burn After Reading: Online Adaptation for Cross-domain Streaming Data},
 volume = {abs/2112.04345},
 year = {2021}
}
",,"['Luyu Yang', 'M. Gao', 'Zeyuan Chen', 'Ran Xu', 'Abhinav Shrivastava', 'Chetan Ramaiah']",2021.0,Computer Science,https://www.semanticscholar.org/paper/b257e1ecdf123d54a37ad07eb2bfb02bc0f10dff
A framework for privacy-preservation of IoT healthcare data using Federated Learning and blockchain technology,"@Article{Singh2021AFF,
 author = {Saurabh Singh and S. Rathore and O. Alfarraj and A. Tolba and Byung-Wan Yoon},
 journal = {Future Gener. Comput. Syst.},
 pages = {380-388},
 title = {A framework for privacy-preservation of IoT healthcare data using Federated Learning and blockchain technology},
 volume = {129},
 year = {2021}
}
",10.1007/978-3-031-19827-4_24,"['Saurabh Singh', 'S. Rathore', 'O. Alfarraj', 'A. Tolba', 'Byung-Wan Yoon']",2021.0,Computer Science,https://www.semanticscholar.org/paper/d055ec0254351d709a59ecb8f20eecf3e85370ef
Anwendungen der künstlichen Intelligenz in der Abdominalbildgebung,"@Article{Ziegelmayer2021AnwendungenDK,
 author = {S. Ziegelmayer and R. Braren},
 journal = {Gastroenterologie up2date},
 pages = {353 - 365},
 title = {Anwendungen der künstlichen Intelligenz in der Abdominalbildgebung},
 volume = {17},
 year = {2021}
}
",10.1016/j.future.2021.11.028,"['S. Ziegelmayer', 'R. Braren']",2021.0,,https://www.semanticscholar.org/paper/9850cf76cf2b1dec9d3b108e7bea4a994436ba4c
A lightweight federated learning based privacy preserving B5G pandemic response network using unmanned aerial vehicles: A proof-of-concept,"@Article{Nasser2021ALF,
 author = {N. Nasser and Z. Fadlullah and M. Fouda and Asmaa Ali and Muhammad Imran},
 journal = {Computer Networks},
 pages = {108672 - 108672},
 title = {A lightweight federated learning based privacy preserving B5G pandemic response network using unmanned aerial vehicles: A proof-of-concept},
 volume = {205},
 year = {2021}
}
",10.1055/a-1355-0636,"['N. Nasser', 'Z. Fadlullah', 'M. Fouda', 'Asmaa Ali', 'Muhammad Imran']",2021.0,Medicine,https://www.semanticscholar.org/paper/c1f1617cca31d437c483f168b646643aa3a68e31
Evaluating Privacy-Preserving Machine Learning in Critical Infrastructures: A Case Study on Time-Series Classification,"@Article{Mercier2021EvaluatingPM,
 author = {Dominique Mercier and Adriano Lucieri and Mohsin Munir and A. Dengel and Sheraz Ahmed},
 journal = {IEEE Transactions on Industrial Informatics},
 pages = {7834-7842},
 title = {Evaluating Privacy-Preserving Machine Learning in Critical Infrastructures: A Case Study on Time-Series Classification},
 volume = {18},
 year = {2021}
}
",10.1016/j.comnet.2021.108672,"['Dominique Mercier', 'Adriano Lucieri', 'Mohsin Munir', 'A. Dengel', 'Sheraz Ahmed']",2021.0,Computer Science,https://www.semanticscholar.org/paper/04e0f8658b1ff8eeaa17969194a42e72ce5d8cb4
FedDropoutAvg: Generalizable federated learning for histopathology image classification,"@Article{Gunesli2021FedDropoutAvgGF,
 author = {G. N. Gunesli and M. Bilal and S. Raza and N. Rajpoot},
 journal = {ArXiv},
 title = {FedDropoutAvg: Generalizable federated learning for histopathology image classification},
 volume = {abs/2111.13230},
 year = {2021}
}
",10.1109/TII.2021.3124476,"['G. N. Gunesli', 'M. Bilal', 'S. Raza', 'N. Rajpoot']",2021.0,Computer Science,https://www.semanticscholar.org/paper/8e8c54fd64acb7b57fa0f912ae332d304d49226f
"Edge Artificial Intelligence for 6G: Vision, Enabling Technologies, and Applications","@Article{Letaief2021EdgeAI,
 author = {K. Letaief and Yuanming Shi and Jianmin Lu and Jianhua Lu},
 journal = {IEEE Journal on Selected Areas in Communications},
 pages = {5-36},
 title = {Edge Artificial Intelligence for 6G: Vision, Enabling Technologies, and Applications},
 volume = {40},
 year = {2021}
}
",,"['K. Letaief', 'Yuanming Shi', 'Jianmin Lu', 'Jianhua Lu']",2021.0,"Computer Science, Engineering, Mathematics",https://www.semanticscholar.org/paper/be0bbf06977c4dadbf702287733187884a531b8a
Federated Analysis of Neuroimaging Data: A Review of the Field,"@Article{Rootes-Murdy2021FederatedAO,
 author = {K. Rootes-Murdy and H. Gazula and Eric Verner and Ross Kelly and T. DeRamus and S. Plis and A. Sarwate and J. Turner and V. Calhoun},
 journal = {Neuroinformatics},
 pages = {377 - 390},
 title = {Federated Analysis of Neuroimaging Data: A Review of the Field},
 volume = {20},
 year = {2021}
}
",10.1109/jsac.2021.3126076,"['K. Rootes-Murdy', 'H. Gazula', 'Eric Verner', 'Ross Kelly', 'T. DeRamus', 'S. Plis', 'A. Sarwate', 'J. Turner', 'V. Calhoun']",2021.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/cfdc5e8af59a126ea04e1135a43ba5404cdae02a
Zen and the art of model adaptation: Low-utility-cost attack mitigations in collaborative machine learning,"@Article{Usynin2021ZenAT,
 author = {Dmitrii Usynin and D. Rueckert and Jonathan Passerat-Palmbach and Georgios Kaissis},
 journal = {Proceedings on Privacy Enhancing Technologies},
 pages = {274 - 290},
 title = {Zen and the art of model adaptation: Low-utility-cost attack mitigations in collaborative machine learning},
 volume = {2022},
 year = {2021}
}
",10.1007/s12021-021-09550-7,"['Dmitrii Usynin', 'D. Rueckert', 'Jonathan Passerat-Palmbach', 'Georgios Kaissis']",2021.0,Computer Science,https://www.semanticscholar.org/paper/d75882ef8edd473d5bf1a3b37321ac0d78485c95
Swarm learning for decentralized artificial intelligence in cancer histopathology,"@Article{Saldanha2021SwarmLF,
 author = {O. L. Saldanha and P. Quirke and N. West and J. James and M. Loughrey and H. Grabsch and M. Salto‐Tellez and E. Alwers and D. Cifci and N. Ghaffari Laleh and T. Seibel and R. Gray and G. Hutchins and H. Brenner and Marko van Treeck and T. Yuan and T. Brinker and J. Chang-Claude and F. Khader and A. Schuppert and T. Luedde and C. Trautwein and H. Muti and S. Foersch and M. Hoffmeister and D. Truhn and Jakob Nikolas Kather},
 journal = {Nature Medicine},
 pages = {1232 - 1239},
 title = {Swarm learning for decentralized artificial intelligence in cancer histopathology},
 volume = {28},
 year = {2021}
}
",10.2478/popets-2022-0014,"['O. L. Saldanha', 'P. Quirke', 'N. West', 'J. James', 'M. Loughrey', 'H. Grabsch', 'M. Salto‐Tellez', 'E. Alwers', 'D. Cifci', 'N. Ghaffari Laleh', 'T. Seibel', 'R. Gray', 'G. Hutchins', 'H. Brenner', 'Marko van Treeck', 'T. Yuan', 'T. Brinker', 'J. Chang-Claude', 'F. Khader', 'A. Schuppert', 'T. Luedde', 'C. Trautwein', 'H. Muti', 'S. Foersch', 'M. Hoffmeister', 'D. Truhn', 'Jakob Nikolas Kather']",2021.0,"Biology, Medicine",https://www.semanticscholar.org/paper/3f407ca00c57c325c37abd75d369d3d1a9e33819
Federated Learning for Smart Healthcare: A Survey,"@Article{Nguyen2021FederatedLF,
 author = {Dinh C. Nguyen and Viet Quoc Pham and P. Pathirana and Ming Ding and A. Seneviratne and Zihuai Lin and O. Dobre and W. Hwang},
 journal = {ACM Computing Surveys (CSUR)},
 pages = {1 - 37},
 title = {Federated Learning for Smart Healthcare: A Survey},
 volume = {55},
 year = {2021}
}
",10.1038/s41591-022-01768-5,"['Dinh C. Nguyen', 'Viet Quoc Pham', 'P. Pathirana', 'Ming Ding', 'A. Seneviratne', 'Zihuai Lin', 'O. Dobre', 'W. Hwang']",2021.0,"Computer Science, Engineering",https://www.semanticscholar.org/paper/d457f7760237df1f147ad0075b34f38711bc74d3
Medical and Health Data Classification Method Based on Machine Learning,"@Article{Zeng2021MedicalAH,
 author = {Yu-Xiang Zeng and Fuchao Cheng},
 journal = {Journal of Healthcare Engineering},
 title = {Medical and Health Data Classification Method Based on Machine Learning},
 volume = {2021},
 year = {2021}
}
",10.1145/3501296,"['Yu-Xiang Zeng', 'Fuchao Cheng']",2021.0,Medicine,https://www.semanticscholar.org/paper/c1d9a59b7c3cd6523ab66f698c65263fa022bea7
Federated learning and differential privacy for medical image analysis,"@Article{Adnan2021FederatedLA,
 author = {Mohammed Adnan and S. Kalra and Jesse C. Cresswell and Graham W. Taylor and H. Tizhoosh},
 journal = {Scientific Reports},
 title = {Federated learning and differential privacy for medical image analysis},
 volume = {12},
 year = {2021}
}
",10.1155/2021/2722854,"['Mohammed Adnan', 'S. Kalra', 'Jesse C. Cresswell', 'Graham W. Taylor', 'H. Tizhoosh']",2021.0,Medicine,https://www.semanticscholar.org/paper/2f577e03684d5149039ee73a669217e7fab4c641
Distribution-Invariant Differential Privacy,"@Article{Bi2021DistributionInvariantDP,
 author = {Xuan Bi and Xiaotong Shen},
 journal = {Journal of econometrics},
 pages = {
          444-453
        },
 title = {Distribution-Invariant Differential Privacy},
 volume = {235 2},
 year = {2021}
}
",10.1038/s41598-022-05539-7,"['Xuan Bi', 'Xiaotong Shen']",2021.0,"Medicine, Computer Science, Mathematics",https://www.semanticscholar.org/paper/e15f6cf63d70a2a441981dccbeb40db087710add
"Fairness, Integrity, and Privacy in a Scalable Blockchain-based Federated Learning System","@Article{Rückel2021FairnessIA,
 author = {Timon Rückel and Johannes Sedlmeir and Peter Hofmann},
 journal = {Comput. Networks},
 pages = {108621},
 title = {Fairness, Integrity, and Privacy in a Scalable Blockchain-based Federated Learning System},
 volume = {202},
 year = {2021}
}
",10.1016/j.jeconom.2022.05.004,"['Timon Rückel', 'Johannes Sedlmeir', 'Peter Hofmann']",2021.0,Computer Science,https://www.semanticscholar.org/paper/40f076227aab988685daad3036faa30319344b7e
Deep Learning for Mobile Mental Health: Challenges and recent advances,"@Article{Han2021DeepLF,
 author = {Jing Han and Zixing Zhang and C. Mascolo and E. André and J. Tao and Ziping Zhao and Björn Schuller},
 journal = {IEEE Signal Processing Magazine},
 pages = {96-105},
 title = {Deep Learning for Mobile Mental Health: Challenges and recent advances},
 volume = {38},
 year = {2021}
}
",10.1016/j.comnet.2021.108621,"['Jing Han', 'Zixing Zhang', 'C. Mascolo', 'E. André', 'J. Tao', 'Ziping Zhao', 'Björn Schuller']",2021.0,Computer Science,https://www.semanticscholar.org/paper/ecaba82c000da78f191b5cea7a1cdf52b744f8af
ZeBRA: Precisely Destroying Neural Networks with Zero-Data Based Repeated Bit Flip Attack,"@Inproceedings{Park2021ZeBRAPD,
 author = {Dahoon Park and K. Kwon and Sunghoon Im and J. Kung},
 pages = {48},
 title = {ZeBRA: Precisely Destroying Neural Networks with Zero-Data Based Repeated Bit Flip Attack},
 year = {2021}
}
",10.1109/MSP.2021.3099293,"['Dahoon Park', 'K. Kwon', 'Sunghoon Im', 'J. Kung']",2021.0,Computer Science,https://www.semanticscholar.org/paper/ac2968b1c1c189454398efc2c294a8d0c05675b6
International federation of genomic medicine databases using GA4GH standards,"@Article{Thorogood2021InternationalFO,
 author = {A. Thorogood and H. Rehm and P. Goodhand and A. Page and Y. Joly and M. Baudis and Jordi Rambla and A. Navarro and Tommi H. Nyronen and Mikael Linden and E. Dove and M. Fiume and M. Brudno and M. Cline and E. Birney},
 journal = {Cell Genomics},
 title = {International federation of genomic medicine databases using GA4GH standards},
 volume = {1},
 year = {2021}
}
",,"['A. Thorogood', 'H. Rehm', 'P. Goodhand', 'A. Page', 'Y. Joly', 'M. Baudis', 'Jordi Rambla', 'A. Navarro', 'Tommi H. Nyronen', 'Mikael Linden', 'E. Dove', 'M. Fiume', 'M. Brudno', 'M. Cline', 'E. Birney']",2021.0,Medicine,https://www.semanticscholar.org/paper/0401ef0f9a69904ec34d61d5d38439ab69c4e119
Application of Robust Zero-Watermarking Scheme Based on Federated Learning for Securing the Healthcare Data,"@Article{Han2021ApplicationOR,
 author = {B. Han and R. Jhaveri and Han Wang and Dawei Qiao and Jinglong Du},
 journal = {IEEE Journal of Biomedical and Health Informatics},
 pages = {804-813},
 title = {Application of Robust Zero-Watermarking Scheme Based on Federated Learning for Securing the Healthcare Data},
 volume = {27},
 year = {2021}
}
",10.1016/j.xgen.2021.100032,"['B. Han', 'R. Jhaveri', 'Han Wang', 'Dawei Qiao', 'Jinglong Du']",2021.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/e46dd321e93f2384d963b67106a38d60a6400686
MarS-FL: Enabling Competitors to Collaborate in Federated Learning,"@Article{Wu2021MarSFLEC,
 author = {Xiaohu Wu and Han Yu},
 journal = {IEEE Transactions on Big Data},
 title = {MarS-FL: Enabling Competitors to Collaborate in Federated Learning},
 year = {2021}
}
",10.1109/JBHI.2021.3123936,"['Xiaohu Wu', 'Han Yu']",2021.0,Computer Science,https://www.semanticscholar.org/paper/8f61273a97f57f8ec8fb72c9bd548549bbec8f90
"Hacking childhood: will future technologies undermine, or enable, optimal early childhood development?","@Article{Hughes2021HackingCW,
 author = {R. Hughes and S. Bhopal and A. A. Manu and A. van Heerden},
 journal = {Archives of Disease in Childhood},
 pages = {82 - 83},
 title = {Hacking childhood: will future technologies undermine, or enable, optimal early childhood development?},
 volume = {108},
 year = {2021}
}
",10.1109/tbdata.2022.3186991,"['R. Hughes', 'S. Bhopal', 'A. A. Manu', 'A. van Heerden']",2021.0,Medicine,https://www.semanticscholar.org/paper/d3f6d349e3e06c96988855ce131e3d0c1e0b3cf2
Privacy in Open Search: A Review of Challenges and Solutions,"@Article{Sousa2021PrivacyIO,
 author = {Samuel Sousa and Christian Guetl and Roman Kern},
 journal = {ArXiv},
 title = {Privacy in Open Search: A Review of Challenges and Solutions},
 volume = {abs/2110.10720},
 year = {2021}
}
",10.31219/osf.io/fr69a,"['Samuel Sousa', 'Christian Guetl', 'Roman Kern']",2021.0,Computer Science,https://www.semanticscholar.org/paper/caeff2e5f2b4b90220ca9bdbc5218daafb950227
Backdoor Attacks to Deep Neural Network-Based System for COVID-19 Detection from Chest X-ray Images,"@Article{Matsuo2021BackdoorAT,
 author = {Yuki Matsuo and Kazuhiro Takemoto},
 journal = {Applied Sciences},
 title = {Backdoor Attacks to Deep Neural Network-Based System for COVID-19 Detection from Chest X-ray Images},
 year = {2021}
}
",10.5281/zenodo.5887680,"['Yuki Matsuo', 'Kazuhiro Takemoto']",2021.0,Computer Science,https://www.semanticscholar.org/paper/778f2a55bdd4a215bf5ca90a39d19c6343ae3bdb
Federated Natural Language Generation for Personalized Dialogue System,"@Article{Lu2021FederatedNL,
 author = {Yujie Lu and Chao-Wei Huang and Huanli Zhan and Yong Zhuang},
 journal = {ArXiv},
 title = {Federated Natural Language Generation for Personalized Dialogue System},
 volume = {abs/2110.06419},
 year = {2021}
}
",10.3390/app11209556,"['Yujie Lu', 'Chao-Wei Huang', 'Huanli Zhan', 'Yong Zhuang']",2021.0,Computer Science,https://www.semanticscholar.org/paper/2536fd38375419e3c937f21a66d2691a216e5f0d
A systematic review on privacy-preserving distributed data mining,"@Article{Sun2021ASR,
 author = {Chang Sun and Lianne Ippel and A. Dekker and M. Dumontier and J. V. Soest},
 journal = {Data Sci.},
 pages = {121-150},
 title = {A systematic review on privacy-preserving distributed data mining},
 volume = {4},
 year = {2021}
}
",,"['Chang Sun', 'Lianne Ippel', 'A. Dekker', 'M. Dumontier', 'J. V. Soest']",2021.0,Computer Science,https://www.semanticscholar.org/paper/774153dd19d675dc5e5b38145f8b2a95ff80ac37
Privacy-Preserving Structural Dynamics,"@Article{Mascarenas2021PrivacyPreservingSD,
 author = {D. Mascarenas and A. Green and Moisés Felipe Silva and Bridget Martinez},
 journal = {Data Science in Engineering, Volume 9},
 title = {Privacy-Preserving Structural Dynamics},
 year = {2021}
}
",10.3233/ds-210036,"['D. Mascarenas', 'A. Green', 'Moisés Felipe Silva', 'Bridget Martinez']",2021.0,Computer Science,https://www.semanticscholar.org/paper/24976418d5612bf4069e349608b3a10bb61afba4
Opportunities for Understanding MS Mechanisms and Progression With MRI Using Large-Scale Data Sharing and Artificial Intelligence,"@Article{Vrenken2021OpportunitiesFU,
 author = {H. Vrenken and M. Jenkinson and D. Pham and C. Guttmann and D. Pareto and M. Paardekooper and A. de Sitter and M. Rocca and Viktor Wottschel and M. Cardoso and F. Barkhof},
 journal = {Neurology},
 pages = {989 - 999},
 title = {Opportunities for Understanding MS Mechanisms and Progression With MRI Using Large-Scale Data Sharing and Artificial Intelligence},
 volume = {97},
 year = {2021}
}
",10.1007/978-3-030-76004-5_27,"['H. Vrenken', 'M. Jenkinson', 'D. Pham', 'C. Guttmann', 'D. Pareto', 'M. Paardekooper', 'A. de Sitter', 'M. Rocca', 'Viktor Wottschel', 'M. Cardoso', 'F. Barkhof']",2021.0,Medicine,https://www.semanticscholar.org/paper/a729b4ed911ce77797b63ab7c0de8b032485cae0
